dateTime;next_dateTime;arr_volume_group;dep_volume_group;volume_group;metarKey;runwayName;tendencyRVR;RVR;shear;coverage;dimCoverage;heightCoverage;frictionCoefficient
2019-01-19 15:30:00.000;2019-01-19 16:00:00.000;BAJA;ALTA;MEDIA;4299965;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 16:00:00.000;2019-01-19 16:30:00.000;MEDIA;MEDIA;MEDIA;4299966;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 16:30:00.000;2019-01-19 17:00:00.000;MEDIA;MEDIA;MEDIA;4299967;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 17:00:00.000;2019-01-19 17:30:00.000;MEDIA;MEDIA;MEDIA;4299968;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 17:30:00.000;2019-01-19 18:00:00.000;ALTA;MEDIA;MEDIA;4299969;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 18:00:00.000;2019-01-19 18:30:00.000;MEDIA;MEDIA;MEDIA;4299970;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 18:30:00.000;2019-01-19 19:00:00.000;MEDIA;MEDIA;MEDIA;4299971;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 19:00:00.000;2019-01-19 19:30:00.000;MEDIA;ALTA;MEDIA;4299973;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 19:30:00.000;2019-01-19 20:00:00.000;MEDIA;MEDIA;MEDIA;4299974;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 20:00:00.000;2019-01-19 20:30:00.000;MEDIA;MEDIA;MEDIA;4299975;ALL;NULL;NULL;0;1;9;-1;95
2019-01-19 20:30:00.000;2019-01-19 21:00:00.000;MEDIA;MEDIA;MEDIA;4299976;ALL;NULL;NULL;0;2;9;-1;95
2019-01-19 21:00:00.000;2019-01-19 21:30:00.000;MEDIA;MEDIA;MEDIA;4299977;ALL;NULL;NULL;0;2;9;-1;95
2019-01-19 21:30:00.000;2019-01-19 22:00:00.000;MEDIA;BAJA;MEDIA;4299978;ALL;NULL;NULL;0;2;9;-1;95
2019-01-19 22:00:00.000;2019-01-19 22:30:00.000;MEDIA;BAJA;BAJA;4299979;ALL;NULL;NULL;0;2;9;-1;95
2019-01-19 22:30:00.000;2019-01-19 23:00:00.000;BAJA;BAJA;BAJA;4299980;ALL;NULL;NULL;0;2;9;-1;95
2019-01-19 23:00:00.000;2019-01-19 23:30:00.000;BAJA;MEDIA;MEDIA;4299981;32R;NULL;P2000;0;NULL;NULL;NULL;NULL
2019-01-19 23:00:00.000;2019-01-19 23:30:00.000;BAJA;MEDIA;MEDIA;4299981;ALL;NULL;P2000;0;2;9;-1;95
2019-01-19 23:30:00.000;2019-01-20 00:00:00.000;BAJA;BAJA;BAJA;4299982;32R;NULL;P2000;0;NULL;NULL;NULL;NULL
2019-01-19 23:30:00.000;2019-01-20 00:00:00.000;BAJA;BAJA;BAJA;4299982;ALL;NULL;P2000;0;2;9;-1;95
2019-01-20 00:00:00.000;2019-01-20 00:30:00.000;BAJA;BAJA;BAJA;4302517;32R;N;1700;0;NULL;NULL;NULL;NULL
2019-01-20 00:00:00.000;2019-01-20 00:30:00.000;BAJA;BAJA;BAJA;4302517;ALL;N;1700;0;2;9;-1;95
2019-01-20 00:30:00.000;2019-01-20 01:00:00.000;BAJA;BAJA;BAJA;4302518;32R;NULL;P2000;0;NULL;NULL;NULL;NULL
2019-01-20 00:30:00.000;2019-01-20 01:00:00.000;BAJA;BAJA;BAJA;4302518;ALL;NULL;P2000;0;2;9;-1;95
2019-01-20 01:00:00.000;2019-01-20 01:30:00.000;BAJA;BAJA;BAJA;4302519;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 01:30:00.000;2019-01-20 02:00:00.000;BAJA;BAJA;BAJA;4302520;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 02:00:00.000;2019-01-20 02:30:00.000;BAJA;BAJA;BAJA;4302521;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 02:30:00.000;2019-01-20 03:00:00.000;BAJA;BAJA;BAJA;4302522;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 03:00:00.000;2019-01-20 03:30:00.000;BAJA;BAJA;BAJA;4302523;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 03:30:00.000;2019-01-20 04:00:00.000;MEDIA;BAJA;BAJA;4302524;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 04:00:00.000;2019-01-20 04:30:00.000;BAJA;BAJA;BAJA;4302525;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 04:30:00.000;2019-01-20 05:00:00.000;BAJA;BAJA;BAJA;4302526;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 05:00:00.000;2019-01-20 05:30:00.000;MEDIA;MEDIA;BAJA;4302527;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 05:30:00.000;2019-01-20 06:00:00.000;BAJA;MEDIA;BAJA;4302528;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 06:00:00.000;2019-01-20 06:30:00.000;MEDIA;ALTA;MEDIA;4302529;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 06:30:00.000;2019-01-20 07:00:00.000;MEDIA;ALTA;MEDIA;4302530;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 07:00:00.000;2019-01-20 07:30:00.000;MEDIA;MEDIA;MEDIA;4302531;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 07:30:00.000;2019-01-20 08:00:00.000;MEDIA;MEDIA;MEDIA;4302532;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 08:00:00.000;2019-01-20 08:30:00.000;MEDIA;MEDIA;MEDIA;4302533;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 08:30:00.000;2019-01-20 09:00:00.000;MEDIA;MEDIA;MEDIA;4302534;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 09:00:00.000;2019-01-20 09:30:00.000;ALTA;MEDIA;MEDIA;4302535;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 09:30:00.000;2019-01-20 10:00:00.000;ALTA;MEDIA;MEDIA;4302536;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 10:00:00.000;2019-01-20 10:30:00.000;MEDIA;MEDIA;MEDIA;4302537;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 10:30:00.000;2019-01-20 11:00:00.000;MEDIA;ALTA;ALTA;4302538;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 11:00:00.000;2019-01-20 11:30:00.000;MEDIA;ALTA;ALTA;4302539;ALL;NULL;NULL;0;2;9;-1;95
2019-01-20 13:00:00.000;2019-01-20 13:30:00.000;ALTA;MEDIA;MEDIA;4302543;ALL;NULL;NULL;0;1;9;-1;95
2019-01-23 07:30:00.000;2019-01-23 08:00:00.000;MEDIA;MEDIA;MEDIA;4310172;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 07:30:00.000;2019-01-23 08:00:00.000;MEDIA;MEDIA;MEDIA;4310172;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 08:00:00.000;2019-01-23 08:30:00.000;MEDIA;ALTA;MEDIA;4310173;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 08:00:00.000;2019-01-23 08:30:00.000;MEDIA;ALTA;MEDIA;4310173;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 08:30:00.000;2019-01-23 09:00:00.000;MEDIA;MEDIA;MEDIA;4310174;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 08:30:00.000;2019-01-23 09:00:00.000;MEDIA;MEDIA;MEDIA;4310174;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 09:00:00.000;2019-01-23 09:30:00.000;ALTA;MEDIA;MEDIA;4310175;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 09:00:00.000;2019-01-23 09:30:00.000;ALTA;MEDIA;MEDIA;4310175;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 09:30:00.000;2019-01-23 10:00:00.000;ALTA;MEDIA;ALTA;4310176;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 09:30:00.000;2019-01-23 10:00:00.000;ALTA;MEDIA;ALTA;4310176;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 10:00:00.000;2019-01-23 10:30:00.000;MEDIA;MEDIA;MEDIA;4310177;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 10:00:00.000;2019-01-23 10:30:00.000;MEDIA;MEDIA;MEDIA;4310177;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 10:30:00.000;2019-01-23 11:00:00.000;MEDIA;ALTA;ALTA;4310178;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 10:30:00.000;2019-01-23 11:00:00.000;MEDIA;ALTA;ALTA;4310178;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 11:00:00.000;2019-01-23 11:30:00.000;MEDIA;ALTA;ALTA;4310179;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 11:00:00.000;2019-01-23 11:30:00.000;MEDIA;ALTA;ALTA;4310179;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 13:00:00.000;2019-01-23 13:30:00.000;ALTA;MEDIA;MEDIA;4310183;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 13:30:00.000;2019-01-23 14:00:00.000;ALTA;MEDIA;MEDIA;4310184;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 14:00:00.000;2019-01-23 14:30:00.000;MEDIA;ALTA;ALTA;4310185;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 14:00:00.000;2019-01-23 14:30:00.000;MEDIA;ALTA;ALTA;4310185;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 14:30:00.000;2019-01-23 15:00:00.000;BAJA;ALTA;MEDIA;4310186;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 14:30:00.000;2019-01-23 15:00:00.000;BAJA;ALTA;MEDIA;4310186;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 15:00:00.000;2019-01-23 15:30:00.000;MEDIA;ALTA;ALTA;4310187;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 15:00:00.000;2019-01-23 15:30:00.000;MEDIA;ALTA;ALTA;4310187;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 18:30:00.000;2019-01-23 19:00:00.000;MEDIA;MEDIA;MEDIA;4310194;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 18:30:00.000;2019-01-23 19:00:00.000;MEDIA;MEDIA;MEDIA;4310194;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 19:00:00.000;2019-01-23 19:30:00.000;ALTA;ALTA;ALTA;4310195;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 20:30:00.000;2019-01-23 21:00:00.000;ALTA;MEDIA;MEDIA;4310198;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 20:30:00.000;2019-01-23 21:00:00.000;ALTA;MEDIA;MEDIA;4310198;WS36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 21:00:00.000;2019-01-23 21:30:00.000;ALTA;MEDIA;MEDIA;4310199;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 21:00:00.000;2019-01-23 21:30:00.000;ALTA;MEDIA;MEDIA;4310199;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 21:30:00.000;2019-01-23 22:00:00.000;MEDIA;BAJA;MEDIA;4310200;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 21:30:00.000;2019-01-23 22:00:00.000;MEDIA;BAJA;MEDIA;4310200;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 22:00:00.000;2019-01-23 22:30:00.000;MEDIA;MEDIA;MEDIA;4310201;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 22:00:00.000;2019-01-23 22:30:00.000;MEDIA;MEDIA;MEDIA;4310201;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 22:30:00.000;2019-01-23 23:00:00.000;MEDIA;BAJA;MEDIA;4310202;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 23:00:00.000;2019-01-23 23:30:00.000;BAJA;MEDIA;MEDIA;4310203;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-23 23:30:00.000;2019-01-24 00:00:00.000;BAJA;BAJA;BAJA;4310204;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 00:00:00.000;2019-01-24 00:30:00.000;BAJA;BAJA;BAJA;4312658;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 00:30:00.000;2019-01-24 01:00:00.000;BAJA;BAJA;BAJA;4312659;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 01:00:00.000;2019-01-24 01:30:00.000;BAJA;BAJA;BAJA;4312660;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 01:30:00.000;2019-01-24 02:00:00.000;BAJA;BAJA;BAJA;4312661;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 02:00:00.000;2019-01-24 02:30:00.000;BAJA;BAJA;BAJA;4312662;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 02:30:00.000;2019-01-24 03:00:00.000;BAJA;BAJA;BAJA;4312663;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 03:00:00.000;2019-01-24 03:30:00.000;BAJA;BAJA;BAJA;4312664;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 03:30:00.000;2019-01-24 04:00:00.000;BAJA;BAJA;BAJA;4312665;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 04:00:00.000;2019-01-24 04:30:00.000;BAJA;BAJA;BAJA;4312666;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 04:30:00.000;2019-01-24 05:00:00.000;MEDIA;BAJA;BAJA;4312667;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 05:00:00.000;2019-01-24 05:30:00.000;MEDIA;MEDIA;MEDIA;4312668;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 05:30:00.000;2019-01-24 06:00:00.000;BAJA;MEDIA;MEDIA;4312669;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 06:00:00.000;2019-01-24 06:30:00.000;MEDIA;ALTA;MEDIA;4312670;36L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-24 06:00:00.000;2019-01-24 06:30:00.000;MEDIA;ALTA;MEDIA;4312670;36R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-27 14:00:00.000;2019-01-27 14:30:00.000;MEDIA;ALTA;ALTA;4320405;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-27 14:00:00.000;2019-01-27 14:30:00.000;MEDIA;ALTA;ALTA;4320405;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-27 14:30:00.000;2019-01-27 15:00:00.000;MEDIA;ALTA;ALTA;4320406;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-27 14:30:00.000;2019-01-27 15:00:00.000;MEDIA;ALTA;ALTA;4320406;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 13:00:00.000;2019-01-28 13:30:00.000;ALTA;MEDIA;MEDIA;4323017;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 13:00:00.000;2019-01-28 13:30:00.000;ALTA;MEDIA;MEDIA;4323017;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 13:30:00.000;2019-01-28 14:00:00.000;ALTA;MEDIA;ALTA;4323018;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 13:30:00.000;2019-01-28 14:00:00.000;ALTA;MEDIA;ALTA;4323018;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 14:00:00.000;2019-01-28 14:30:00.000;ALTA;ALTA;ALTA;4323019;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 14:00:00.000;2019-01-28 14:30:00.000;ALTA;ALTA;ALTA;4323019;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 14:30:00.000;2019-01-28 15:00:00.000;MEDIA;ALTA;MEDIA;4323020;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 14:30:00.000;2019-01-28 15:00:00.000;MEDIA;ALTA;MEDIA;4323020;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 15:00:00.000;2019-01-28 15:30:00.000;MEDIA;ALTA;ALTA;4323021;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 15:00:00.000;2019-01-28 15:30:00.000;MEDIA;ALTA;ALTA;4323021;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 15:30:00.000;2019-01-28 16:00:00.000;MEDIA;ALTA;MEDIA;4323022;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 15:30:00.000;2019-01-28 16:00:00.000;MEDIA;ALTA;MEDIA;4323022;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 16:00:00.000;2019-01-28 16:30:00.000;MEDIA;MEDIA;MEDIA;4323023;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 16:00:00.000;2019-01-28 16:30:00.000;MEDIA;MEDIA;MEDIA;4323023;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 16:30:00.000;2019-01-28 17:00:00.000;MEDIA;MEDIA;MEDIA;4323024;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 16:30:00.000;2019-01-28 17:00:00.000;MEDIA;MEDIA;MEDIA;4323024;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 17:00:00.000;2019-01-28 17:30:00.000;MEDIA;MEDIA;MEDIA;4323025;32L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-28 17:00:00.000;2019-01-28 17:30:00.000;MEDIA;MEDIA;MEDIA;4323025;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 13:30:00.000;2019-01-29 14:00:00.000;ALTA;MEDIA;MEDIA;4325583;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 14:00:00.000;2019-01-29 14:30:00.000;MEDIA;ALTA;MEDIA;4325584;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 14:30:00.000;2019-01-29 15:00:00.000;MEDIA;ALTA;MEDIA;4325585;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 15:00:00.000;2019-01-29 15:30:00.000;MEDIA;ALTA;ALTA;4325586;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 15:30:00.000;2019-01-29 16:00:00.000;MEDIA;ALTA;MEDIA;4325587;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 16:00:00.000;2019-01-29 16:30:00.000;MEDIA;MEDIA;MEDIA;4325588;18L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 16:00:00.000;2019-01-29 16:30:00.000;MEDIA;MEDIA;MEDIA;4325588;18R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 16:30:00.000;2019-01-29 17:00:00.000;MEDIA;MEDIA;MEDIA;4325589;18L;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-29 16:30:00.000;2019-01-29 17:00:00.000;MEDIA;MEDIA;MEDIA;4325589;18R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-01-30 20:30:00.000;2019-01-30 21:00:00.000;MEDIA;MEDIA;MEDIA;4328150;ALL;NULL;NULL;0;2;9;-1;95
2019-01-30 21:00:00.000;2019-01-30 21:30:00.000;ALTA;MEDIA;MEDIA;4328151;ALL;NULL;NULL;0;2;9;-1;95
2019-01-30 21:30:00.000;2019-01-30 22:00:00.000;ALTA;BAJA;MEDIA;4328152;ALL;NULL;NULL;0;2;9;-1;95
2019-01-30 22:00:00.000;2019-01-30 22:30:00.000;MEDIA;MEDIA;MEDIA;4328153;ALL;NULL;NULL;0;2;9;-1;95
2019-01-30 22:30:00.000;2019-01-30 23:00:00.000;MEDIA;BAJA;MEDIA;4328154;ALL;NULL;NULL;0;2;9;-1;95
2019-01-30 23:00:00.000;2019-01-30 23:30:00.000;BAJA;MEDIA;MEDIA;4328155;ALL;NULL;NULL;0;2;9;-1;95
2019-01-30 23:30:00.000;2019-01-31 00:00:00.000;BAJA;BAJA;BAJA;4328156;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 00:00:00.000;2019-01-31 00:30:00.000;BAJA;BAJA;BAJA;4330725;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 00:30:00.000;2019-01-31 01:00:00.000;BAJA;BAJA;BAJA;4330726;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 01:00:00.000;2019-01-31 01:30:00.000;BAJA;BAJA;BAJA;4330727;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 01:30:00.000;2019-01-31 02:00:00.000;BAJA;BAJA;BAJA;4330728;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 02:00:00.000;2019-01-31 02:30:00.000;BAJA;BAJA;BAJA;4330729;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 02:30:00.000;2019-01-31 03:00:00.000;BAJA;BAJA;BAJA;4330730;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 03:00:00.000;2019-01-31 03:30:00.000;BAJA;MEDIA;BAJA;4330731;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 03:30:00.000;2019-01-31 04:00:00.000;BAJA;BAJA;BAJA;4330732;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 04:00:00.000;2019-01-31 04:30:00.000;BAJA;BAJA;BAJA;4330733;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 04:30:00.000;2019-01-31 05:00:00.000;MEDIA;BAJA;BAJA;4330734;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 05:00:00.000;2019-01-31 05:30:00.000;MEDIA;BAJA;BAJA;4330735;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 05:30:00.000;2019-01-31 06:00:00.000;MEDIA;MEDIA;MEDIA;4330736;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 06:00:00.000;2019-01-31 06:30:00.000;MEDIA;ALTA;MEDIA;4330737;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 06:30:00.000;2019-01-31 07:00:00.000;MEDIA;ALTA;ALTA;4330738;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 07:00:00.000;2019-01-31 07:30:00.000;MEDIA;MEDIA;MEDIA;4330739;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 07:30:00.000;2019-01-31 08:00:00.000;MEDIA;MEDIA;MEDIA;4330740;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 08:00:00.000;2019-01-31 08:30:00.000;MEDIA;ALTA;ALTA;4330741;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 08:30:00.000;2019-01-31 09:00:00.000;MEDIA;MEDIA;MEDIA;4330742;ALL;NULL;NULL;0;2;9;-1;95
2019-01-31 09:00:00.000;2019-01-31 09:30:00.000;ALTA;MEDIA;ALTA;4330743;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 04:30:00.000;2019-02-01 05:00:00.000;MEDIA;BAJA;BAJA;4333333;ALL;NULL;NULL;0;1;9;-1;95
2019-02-01 05:00:00.000;2019-02-01 05:30:00.000;BAJA;MEDIA;BAJA;4333334;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 05:30:00.000;2019-02-01 06:00:00.000;MEDIA;MEDIA;MEDIA;4333335;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 06:00:00.000;2019-02-01 06:30:00.000;MEDIA;ALTA;MEDIA;4333336;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 06:30:00.000;2019-02-01 07:00:00.000;MEDIA;ALTA;ALTA;4333337;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 07:00:00.000;2019-02-01 07:30:00.000;MEDIA;MEDIA;MEDIA;4333338;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 07:30:00.000;2019-02-01 08:00:00.000;MEDIA;MEDIA;MEDIA;4333339;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 08:00:00.000;2019-02-01 08:30:00.000;MEDIA;ALTA;ALTA;4333340;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 08:30:00.000;2019-02-01 09:00:00.000;MEDIA;MEDIA;MEDIA;4333341;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 09:00:00.000;2019-02-01 09:30:00.000;ALTA;MEDIA;MEDIA;4333342;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 09:30:00.000;2019-02-01 10:00:00.000;ALTA;MEDIA;ALTA;4333343;ALL;NULL;NULL;0;1;9;-1;95
2019-02-01 10:00:00.000;2019-02-01 10:30:00.000;MEDIA;MEDIA;MEDIA;4333344;ALL;NULL;NULL;0;1;9;-1;95
2019-02-01 10:30:00.000;2019-02-01 11:00:00.000;MEDIA;ALTA;ALTA;4333345;ALL;NULL;NULL;0;1;9;-1;95
2019-02-01 11:00:00.000;2019-02-01 11:30:00.000;MEDIA;ALTA;ALTA;4333346;ALL;NULL;NULL;0;1;9;-1;95
2019-02-01 17:00:00.000;2019-02-01 17:30:00.000;MEDIA;MEDIA;MEDIA;4333359;ALL;NULL;NULL;0;2;9;-1;95
2019-02-01 22:00:00.000;2019-02-01 22:30:00.000;MEDIA;MEDIA;MEDIA;4333369;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-01 22:30:00.000;2019-02-01 23:00:00.000;MEDIA;BAJA;MEDIA;4333370;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-01 23:00:00.000;2019-02-01 23:30:00.000;MEDIA;MEDIA;MEDIA;4333371;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-01 23:30:00.000;2019-02-02 00:00:00.000;MEDIA;BAJA;BAJA;4333372;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 00:00:00.000;2019-02-02 00:30:00.000;BAJA;BAJA;BAJA;4335914;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 00:30:00.000;2019-02-02 01:00:00.000;BAJA;BAJA;BAJA;4335915;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 01:00:00.000;2019-02-02 01:30:00.000;BAJA;BAJA;BAJA;4335916;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 01:30:00.000;2019-02-02 02:00:00.000;BAJA;BAJA;BAJA;4335917;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 02:00:00.000;2019-02-02 02:30:00.000;BAJA;BAJA;BAJA;4335918;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 02:30:00.000;2019-02-02 03:00:00.000;BAJA;BAJA;BAJA;4335919;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 03:00:00.000;2019-02-02 03:30:00.000;BAJA;BAJA;BAJA;4335920;32R;NULL;NULL;1;NULL;NULL;NULL;NULL
2019-02-02 06:30:00.000;2019-02-02 07:00:00.000;MEDIA;MEDIA;MEDIA;4335927;ALL;NULL;NULL;1;NULL;NULL;NULL;NULL
